"Sample.Point.Code","Date","Hour","Type","Subgroup","Parameter","Species","Operator","Value","Unit","Additional.information","Situation","Level","Depth"
"L-A10","22/05/2024","11:36","LITORALES","Aguas (Fisicoquímica)","Perileno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","22/05/2024","11:36","LITORALES","Aguas (Fisicoquímica)","Benzo(a)pireno","-","<",0.00017,"µg/l",NA,"L","S",0
"L-A10","22/05/2024","11:36","LITORALES","Aguas (Fisicoquímica)","Fenantreno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","22/05/2024","11:36","LITORALES","Aguas (Fisicoquímica)","Pireno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","Cobre","-","=",8,"mg/kg PS",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","Potencial Redox","-","=",366,"mV",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","% Grava","-","=",0.19,"%",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","% Limo/Arcilla","-","=",0.34,"%",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","% Materia orgánica","-","=",1.02,"%",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","% Arena","-","=",99.47,"%",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","Plomo","-","=",21,"mg/kg PS",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","Níquel","-","=",12,"mg/kg PS",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","Manganeso","-","=",246,"mg/kg PS",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","Mercurio","-","=",0.08,"mg/kg PS",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","Hierro","-","=",28449,"mg/kg PS",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","Cromo","-","=",13,"mg/kg PS",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","Cadmio","-","=",0.08,"mg/kg PS",NA,"-","-",0
"L-A10","13/03/2024","12:18","LITORALES","Sedimentos","Zinc","-","=",65,"mg/kg PS",NA,"-","-",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Terbutilazina","-","<",0.01,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Parafinas cloradas (Cloroalcanos(C10-C13))","-","<",0.2,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Clorpirifós (Clorpirifós etil)","-","<",0.005,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Cromo VI+","-","<",1.5,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Arsénico","-","<",7.5,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Selenio","-","<",3,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","1.1.1-Tricloroetano-Metilcloroformo","-","<",1,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","1.2-Dicloroetano","-","<",1,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Trifluralina","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Benceno","-","<",1,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Hexaclorobutadieno","-","<",0.1,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Diclorometano","-","<",1,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",13.91,"ºC",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Temperatura del agua","-","=",14.09,"ºC",NA,"L","F",-25
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.14,"USP",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Salinidad","-","=",35.5,"USP",NA,"L","F",-25
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Disco de Secchi","-","=",5,"m",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",106.1,"%",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","% Saturación de oxígeno","-","=",95.3,"%",NA,"L","F",-25
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",8.8,"mg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Oxígeno disuelto","-","=",7.86,"mg/l",NA,"L","F",-25
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",74.5,"%",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","% Transmisión de luz","-","=",79.3,"%",NA,"L","F",-25
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Profundidad máxima","-","=",33,"m",NA,"L","F",-33
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Nitrato","-","=",0.155,"mg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Nitrito","-","<",0.0184,"mg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Amonio","-","=",0.0295,"mg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Turbidez","-","=",2.12,"NTU",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Sólidos en suspensión","-","=",11.24,"mg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.16,"U. pH.",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","pH","-","=",8.13,"U. pH.",NA,"L","F",-25
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Ortofosfato","-","=",0.0171,"mg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Imidacloprid","-","<",10,"ng/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Hierro","-","<",0.01,"mg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Manganeso","-","<",0.01,"mg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Silicato","-","<",1.6,"µmol/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Etilbenceno","-","<",1,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Tetracloroetileno (percloroetileno)","-","<",1,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Metilbenceno (Tolueno)","-","<",1,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Tricloroetileno","-","<",1,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Suma de Xilenos ( isómeros orto. meta. para)","-","<",3,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","1.2-Dimetilbenceno (o-Xileno)","-","<",1,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","m+p-xileno","-","<",2,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Di(2-etilhexil)ftalato (DEHP)","-","<",0.5,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","4-(p-)nonilfenol","-","<",0.05,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Octilfenol","-","<",0.05,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","p-terc-octilfenol","-","<",0.01,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Pentaclorofenol","-","<",0.03,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Nonilfenol","-","<",0.2,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Diurón","-","<",0.01,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Isoproturón","-","<",0.01,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Cibutrina","-","<",0.01,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Diclorvós","-","<",0.01,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Quinoxifeno","-","<",0.01,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Mercurio","-","<",0.015,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Cadmio","-","<",0.06,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Cobre","-","<",5,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Cromo","-","<",5,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Níquel","-","<",2.6,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Plomo","-","<",0.39,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Zinc","-","<",9,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Benzo(a)antraceno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Dibenzo(a.h)antraceno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Acenafteno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Benzo(g.h.i)perileno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Indeno(1.2.3-cd)pireno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Acenaftileno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Benzo(k)fluoranteno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Naftaleno","-","<",0.01,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Antraceno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Criseno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Perileno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Benzo(a)pireno","-","<",0.00017,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Fenantreno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Pireno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Benzo(b)fluoranteno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Fluoranteno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Benzo(e)pireno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Fluoreno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Aclonifeno","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Bifenox","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","Aldrin","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","p-p' DDD","-","<",5e-04,"µg/l",NA,"L","S",0
"L-A10","06/02/2024","9:38","LITORALES","Aguas (Fisicoquímica)","p-p' DDE","-","<",5e-04,"µg/l",NA,"L","S",0
