"Sample.Point.Code","Date","Hour","Type","Subgroup","Parameter","Species","Operator","Value","Unit","Additional.information","Situation","Level","Depth"
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Prionospio cristaventralis","=",0.0117,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Prionospio pulchra","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Prionospio pulchra","=",0.0013,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiochaetopterus costarum","=",17,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiochaetopterus costarum","=",0.009,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiophanes bombyx","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiophanes bombyx","=",0.004,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Abundancia (biomasa)","-","=",0.3007,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Abundancia (densidad)","-","=",240,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Coeficiente biótico","-","=",0.956,"-","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Diversidad (biomasa)","-","=",4.24,"bit/g","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Diversidad (densidad)","-","=",4.62,"bit/ind","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Diversidad máxima","-","=",5.04,"bit","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Equitabilidad (biomasa)","-","=",0.84,"-","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Equitabilidad (densidad)","-","=",0.92,"-","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Índice biótico","-","=",1,"-","No contaminado","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Multimetric AZTI's Marine Biotic Index","-","=",1.027,"-","Muy Bueno","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Riqueza de especies","-","=",33,"Nº especies","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Abra prismatica","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Abra prismatica","=",0.018,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Ampelisca brevicornis","=",7,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Ampelisca brevicornis","=",0.0243,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Bathyporeia elegans","=",23,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Bathyporeia elegans","=",0.004,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Bathyporeia guilliamsoniana","=",27,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Bathyporeia guilliamsoniana","=",0.0067,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Centraloecetes kroyeranus","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Centraloecetes kroyeranus","=",0.001,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Echinocardium cordatum","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Echinocardium cordatum","=",0.061,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Echinocyamus pusillus","=",13,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Echinocyamus pusillus","=",0.0193,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Edwardsia sp.","=",7,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Edwardsia sp.","=",0.0033,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Eulalia sp.","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Eulalia sp.","=",7e-04,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Eumida sp.","=",7,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Eumida sp.","=",0.002,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Fabulina fabula","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Fabulina fabula","=",0.01,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Gastrosaccus roscoffensis","=",7,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Gastrosaccus roscoffensis","=",0.0107,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Gastrosaccus sanctus","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Gastrosaccus sanctus","=",0.0033,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Glycera celtica","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Glycera celtica","=",0.0073,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Glycera tridactyla","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Glycera tridactyla","=",0.0147,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Haplostylus normani","=",13,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Haplostylus normani","=",0.003,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Mediomastus fragilis","=",7,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Mediomastus fragilis","=",0.001,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Moerella donacina","=",3,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Moerella donacina","=",0.0017,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Necallianassa truncata","=",7,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Necallianassa truncata","=",0.0093,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","NEMERTEA","=",7,"Ind/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","NEMERTEA","=",0.0057,"g/m2","","-","-",0
"L-A10","01/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Nephtys cirrosa","=",23,"Ind/m2","","-","-",0
"L-B10","25/04/2023","11:41","LITORALES","Fitoplancton","Clorofila A","-","=",0.48,"µg/l","","L","F",-25
"L-B10","25/04/2023","11:41","LITORALES","Fitoplancton","Clorofila A","-","=",0.29,"µg/l","","L","S",0
"L-B10","11/12/2023","12:30","LITORALES","Fitoplancton","Clorofila A","-","=",0.84,"µg/l","","L","F",-25
"L-B10","11/12/2023","12:30","LITORALES","Fitoplancton","Clorofila A","-","=",0.72,"µg/l","","L","S",0
"L-B10","08/08/2023","10:30","LITORALES","Fitoplancton","Clorofila A","-","=",0.47,"µg/l","","L","S",0
"L-B10","08/08/2023","10:30","LITORALES","Fitoplancton","Clorofila A","-","=",1.12,"µg/l","","L","F",-25
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Equitabilidad (biomasa)","-","=",0.09,"-","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Equitabilidad (densidad)","-","=",0.87,"-","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Índice biótico","-","=",1,"-","No contaminado","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Multimetric AZTI's Marine Biotic Index","-","=",0.845,"-","Muy Bueno","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Riqueza de especies","-","=",12,"Nº especies","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Bathyporeia elegans","=",27,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Bathyporeia elegans","=",0.0073,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Bathyporeia guilliamsoniana","=",20,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Bathyporeia guilliamsoniana","=",0.0123,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Diversidad máxima","-","=",3.58,"bit","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Diversidad (densidad)","-","=",3.11,"bit/ind","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Diversidad (biomasa)","-","=",0.31,"bit/g","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Coeficiente biótico","-","=",0.658,"-","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Abundancia (densidad)","-","=",127,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Abundancia (biomasa)","-","=",6.5373,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Diogenes curvimanus","=",7,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiophanes convexus","=",7e-04,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Diogenes curvimanus","=",0.057,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Echinocardium cordatum","=",3,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Echinocardium cordatum","=",6.3037,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Echinocyamus pusillus","=",20,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Echinocyamus pusillus","=",0.032,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Eumida sp.","=",3,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Eumida sp.","=",0.001,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Eurydice spinigera","=",3,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Eurydice spinigera","=",0.0083,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Haplostylus normani","=",10,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Haplostylus normani","=",0.0023,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Magelona johnstoni","=",3,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Magelona johnstoni","=",0.005,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","NEMERTEA","=",3,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","NEMERTEA","=",0.0153,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Nephtys cirrosa","=",23,"Ind/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Nephtys cirrosa","=",0.0923,"g/m2","","-","-",0
"L-B10","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiophanes convexus","=",3,"Ind/m2","","-","-",0
"L-B10","01/02/2023","11:15","LITORALES","Fitoplancton","Clorofila A","-","=",1.72,"µg/l","","L","S",0
"L-B10","01/02/2023","11:15","LITORALES","Fitoplancton","Clorofila A","-","=",0.25,"µg/l","","L","F",-25
"L-B20","25/04/2023","10:27","LITORALES","Fitoplancton","Clorofila A","-","=",0.24,"µg/l","","L","F",-25
"L-B20","25/04/2023","10:27","LITORALES","Fitoplancton","Clorofila A","-","=",0.09,"µg/l","","L","S",0
"L-B20","11/12/2023","12:56","LITORALES","Fitoplancton","Clorofila A","-","=",0.95,"µg/l","","L","S",0
"L-B20","11/12/2023","12:56","LITORALES","Fitoplancton","Clorofila A","-","=",0.93,"µg/l","","L","F",-25
"L-B20","08/08/2023","11:18","LITORALES","Fitoplancton","Clorofila A","-","=",0.57,"µg/l","","L","F",-25
"L-B20","08/08/2023","11:18","LITORALES","Fitoplancton","Clorofila A","-","=",0.14,"µg/l","","L","S",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Sige fusigera","=",0.0023,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spio decorata","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spio decorata","=",0.001,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiochaetopterus costarum","=",20,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiochaetopterus costarum","=",0.0113,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiophanes bombyx","=",7,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Cylichna cylindracea","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Cylichna cylindracea","=",0.0063,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Decapoda","=",10,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Decapoda","=",0.001,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Diastylis bradyi","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Diastylis bradyi","=",0.0067,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Diogenes curvimanus","=",20,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Diogenes curvimanus","=",0.3333,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Dipolydora commensalis","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Dipolydora commensalis","=",0.0017,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Echinocardium cordatum","=",7,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Echinocardium cordatum","=",3.769,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Echinocyamus pusillus","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Echinocyamus pusillus","=",0.0043,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Edwardsia sp.","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Edwardsia sp.","=",0.002,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Fabulina fabula","=",13,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Fabulina fabula","=",0.2193,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Hippomedon denticulatus","=",10,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Hippomedon denticulatus","=",0.0147,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Leucothoe incisa","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Leucothoe incisa","=",0.001,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Magelona filiformis","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Magelona filiformis","=",7e-04,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Magelona johnstoni","=",17,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiophanes bombyx","=",0.002,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiophanes convexus","=",47,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiophanes convexus","=",0.0123,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Spiophanes pulchram","=",7,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Spiophanes pulchram","=",0.003,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Thyasira flexuosa","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Thyasira flexuosa","=",0.0023,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Urothoe grimaldii","=",13,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Urothoe grimaldii","=",0.003,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Urothoe pulchella","=",7,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Urothoe pulchella","=",0.0053,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Magelona johnstoni","=",0.0113,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Malmgrenia ljungmani","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Malmgrenia ljungmani","=",0.006,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Mediomastus fragilis","=",13,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Mediomastus fragilis","=",0.002,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Necallianassa truncata","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Necallianassa truncata","=",0.0033,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","NEMERTEA","=",10,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","NEMERTEA","=",0.0027,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Nephtys cirrosa","=",13,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Nephtys cirrosa","=",0.0237,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Nototropis falcatus","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Nototropis falcatus","=",0.001,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Nototropis guttatus","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Nototropis guttatus","=",3e-04,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Ophiura ophiura","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Ophiura ophiura","=",0.0387,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Owenia fusiformis","=",7,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Owenia fusiformis","=",0.018,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Paradoneis armata","=",10,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Paradoneis armata","=",0.0063,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Polydora ciliata","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Polydora ciliata","=",3e-04,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Prionospio cristaventralis","=",13,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Prionospio cristaventralis","=",0.008,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Scolelepis neglecta","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Biomasa","Scolelepis neglecta","=",0.0037,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Densidad","Sige fusigera","=",3,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Abundancia (biomasa)","-","=",4.614,"g/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Abundancia (densidad)","-","=",543,"Ind/m2","","-","-",0
"L-B20","06/03/2023","0:00","LITORALES","Macroinvertebrados","Coeficiente biótico","-","=",1.16,"-","","-","-",0
